Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,company_txt,age,python,R,spark,aws,excel,SQL
Für Freelancer: Data Scientist - Munich,"Freelancer Projekt -

The Company:
This leading Automotive company has a great opportunity for a talented Freelance Data Scientist to design and develop predictive models and ML algorithms, and ultimately see the business impact of the work they?re doing. Having been established over 100 years ago, this company is sitting on a huge amount of data and is now looking for an additional member to tap into this data, segment its consumer base and optimise pricing and marketing ROI.

Key Responsibilities:
Data extraction from a wide range of internal and external data sources
Data analysis on large consumer data sets
Data modelling, designing and developing predictive models
Presenting actionable insights to senior management and stakeholders to drive decision making
Conducting experiments to test hypotheses and optimise marketing spend

Desired Skills and Background of the Data Scientist:
Coding experience in R / Python
Experience working with consumer / marketing data
Good grounding of statistical techniques and modelling
German speaker preffered.

If you are interested in this project please send us your CV with your expected daily/hourly rate.
Freelancer",-1.0,,Garching b.München,-1,-1,-1,-1,-1,-1,-1,,-1,1,0,0,0,0,0
"Praktikum im Bereich Data Science, Artificial Intelligence, Computer Vision, Bildverarbeitung in der Medizintechnik","Praktikum im Bereich Data Science, Artificial Intelligence, Computer Vision, Bildverarbeitung in der Medizintechnik

Carl Zeiss Meditec AG, Oberkochen (Baden-Württemberg)
Dauer: ca. 6 Monate
Start: ab Dezember 2020

Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeiter täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen.

Sie werden
in unserem hoch motivierten und international erfahrenen Team der Vorentwicklung arbeiten
interessante Herausforderungen im Bereich Data Science, Artificial Intelligence, Computer Vision oder der Bildverarbeitung in der Medizintechnik verfolgen
Hands-on Demonstratoren zur Präsentation Ihrer Ergebnisse erstellen
zur Datenakquise und Ergebnisvalidierung im Labor direkt an unseren chirurgischen Mikroskopen arbeiten

Sie haben
einen Studienplatz im Bereich Informatik, Mathematik, Physik, Elektrotechnik, Informationstechnik o.ä.
Kenntnisse in Data Science / Artificial Intelligence / Computer Vision und erste Erfahrungen in der Medizintechnik
bevorzugt Programmierkenntnisse in Python, C/C++ und MATLAB
Interesse Ihre Studienkenntnisse sowie Kreativität in der Praxis in innovative Lösungsideen umzusetzen
Fähigkeiten im konzeptionellen und analytischen Denken
Eigeninitiative und zeichnen sich in Ihrer selbstständigen und teamorientierten Arbeitsweise aus
ein hohes Maß an Organisations- und Kommunikationsfähigkeit

Als Student arbeiten Sie mit Ihren Kollegen auf Augenhöhe. Sie erhalten tiefe Einblicke in ein Unternehmen, in dem Produkte für die Welt von morgen entstehen und schaffen sich ideale Voraussetzungen für Ihre spätere Karriere.

In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeiter bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist. All das wird getragen von der besonderen Eigentümerstruktur und dem langfristigen Ziel der Carl-Zeiss-Stiftung: Wissenschaft und Gesellschaft gemeinsam voranzubringen.

Heute wagen. Morgen begeistern.

Vielfalt ist ein Teil von ZEISS. Wir freuen uns unabhängig von Geschlecht, Nationalität, ethnischer und sozialer Herkunft, Religion, Weltanschauung, Behinderung, Alter sowie sexueller Orientierung und Identität auf Ihre Bewerbung.

Jetzt, in weniger als 10 Minuten bewerben.",3.6,"Carl Zeiss SpA
3.6",Oberkochen,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),"Carl Zeiss SpA
",-1,1,0,0,0,0,0
Data Scientist (f/m/x) Automotive,"BERLIN, INGOLSTADT, STUTTGART, WEISSACH, WOLFSBURG
Be part of one of the most important and extensive digitalization projects of the German automotive industry from the very beginning – the establishment of a technology company as a new corporate brand within the Volkswagen AG. We are looking for the best digital minds or those who want to become one. Support us as
Data Scientist (f/m/x) Automotive

YOUR TASKS

You act as a technological spearhead for our customers and innovative cutting edge machine learning products, tools and models.

You support our customers and partners in the development of AI-driven products with a focus on ROI and business impact.

You develop machine learning and deep learning models for use in safety-critical embedded systems.

You will work on the creation of process standards to traceably develop safe machine learning modules and transfer them to series production.

You constantly understand and shape the scientific state of the art in the areas of interpretability, robustness and other key topics of AI for the automotive industry.

You will create best practices for the efficient use and development of Machine Learning.

YOUR PROFILE

You have 3 years of professional experience in the development of machine learning applications.

You have successfully completed your studies in a related science (e.g. computer science, natural science, mathematics, robotics, signal processing).

You are enthusiastic about developing machine learning applications and integrating them into intelligent automotive products.

You have experience in deepening your knowledge in the field of Artificial Intelligence, Machine, or Deep Learning and work on challenging scientific problems.

You have experience in the development of product grade Machine Learning functionalities

You are able to communicate technical contents competently and the documentation and presentation of results to employees without technical know-how does not cause you any difficulties.

You are a culture-aware, open-minded team player.

You like to face complex challenges and are passionately committed to Intelligent Mobility for an environmentally conscious future? Then we look forward to getting to know you!

WHY DICONIUM?
Born digital: Benefit from our many years of experience and our agile up-to-date culture
Appreciation: We rely on flat hierarchies and are respectful, loyal and appreciative
Perspectives: We offer very different and individually tailored career models and a steep learning curve

Life-Work-Balance: Fair working hours, home office, flexible working hours or sabbatical is no problem for us
Benefits: In addition to retirement provisions, employee discounts and a wide range of sports activities, we offer great company outings and legendary parties
DICONIUM AT ONE GLANCE
Employees
Over 1,000 employees from 43 nations
Locations
11 offices worldwide, including Stuttgart, Berlin, Hamburg, Lisbon, Bangalore and San José
Values
#courage - do epic things // #mindfulness - take care and smile // #collaboration - win as a team // # impact - make things happen
Topic areas
Innovation & Strategy, Customer Experience, Data & AI, Commerce and Technology Solutions, Digital Transformation

Building the leading tech stack in the mobility industry

Be part of one of the most important and extensive digitalization projects of the German automotive industry from the very beginning. The Car.Software Org was newly founded at the beginning of 2020 and is the new software unit and a 100% subsidiary of the Volkswagen group. The aim is to fundamentally rethink the interaction between software and hardware and to pave the way for Volkswagen to become a software-driven automotive company. Therefore, an architecture will be constructed that combines standardized infotainment platform, software functions for linking drivetrains, chassis and charging technology, ecosystems for all mobility services and digital business models with the aim to create outstanding digital automotive experiences for everyone.

About diconium

As part of the Car-Software Org (100% subsidiary and Software Unit of Volkswagen AG) we, diconium (also a 100% subsidiary), support their ramp-up and setup phase. Since 1995, we have accompanied industry leaders through the entire process of digitalization: from Innovation & Strategy, UX, Marketing & AI, Commerce and Technology to the creation of digital units.
One for all, all for one! Over 1000 colleagues support our customers from eleven locations worldwide: Stuttgart, Berlin, Hamburg and Karlsruhe as well as Bangalore, Detroit, Beijing, Lisbon, London, San José and VaE. What unites us? The courage to break new ground, mutual mindfulness, teamwork and the will to make lasting changes.

CONVINCED?
Do you enjoy facing complex challenges and are passionately committed to intelligent mobility for an environmentally conscious future? Then we look forward to getting to know you! Introduce yourself to us if you like, in an uncomplicated way with just your CV - ideally via our online portal or via e-mail.

Your contact is Sofia. We are looking forward to your application!
Sofia Semnet
Recruiting Manager
0711 - 2992 658",3.5,"Diconium Group GmbH
3.5",Berlin,-1,501 to 1000 Employees,1995,Company - Private,Information Technology,IT Services,$50 to $100 million (USD),"Diconium Group GmbH
",25,0,0,0,0,0,0
Data Scientist 100%,"(100%, Festanstellung)

In Ihrer Funktion als Data Scientist begleiten Sie unsere Kunden mit der Entwicklung neuer datengestützter Entscheidungsplattformen und eröffnen so den Weg in ein datengetriebenes Geschäftsmodell. Dabei wirken Sie als Experte auch in der Akquise von Projekten mit und sind Teil eines interdisziplinären Teams. Sie sind in Ihrem Spezialgebiet zentraler Ansprechpartner und konzipieren Lösungen gemeinsam mit unseren Domänen-Experten und Programmierern. Ihre Tätigkeit als Experte bei PolarAnalytics ist vielfältig und reicht von der Datenexploration, Aufbereitung von Daten und Feature Engineering bis zur Auswahl geeigneter Machine Learning Algorithmen und Verfahren.

Was Sie von uns erwarten können

Spannende Aufgaben, neue Herausforderungen und kreative Ansätze in Ihrem Spezialgebiet
Einzigartige Unternehmenskultur, die auf „digital first“ und konsequent gelebter WorkLife-Balance basiert
Kontinuierliche, hochwertige Weiterbildungen in Ihrem Fachgebiet
Interdisziplinär ausgerichtete Teams mit offener Kommunikation
Jeden Freitag „creative day“ mit der Möglichkeit eigene Projekte und Ideen voran zu treiben
Attraktives Leistungspaket, moderne Arbeitsplätze und die gemeinsame Leidenschaft, jeden Tag etwas Neues entwickeln zu können!

Was wir von Ihnen erwarten

Sehr gut abgeschlossenes technisches Studium, idealerweise Informatik, Mathematik, Physik oder Ingenieurswissenschaften
Einschlägige Berufserfahrung in den Themengebieten Machine Learning, Mustererkennung, statistische Modellierung, Regression, Clustering, Classification
Fortgeschrittenen Kenntnisse in Statistik und Zeitreihenanalytik
Erfahrung in der Nutzung von Tools zur Datenvisualisierung und Gestaltung von Dashboardkonzepten
Grundlegende Programmiererfahrung mit Rapid Prototyping Tools wie z.B. R und/oder Python (Pandas, SciKit), sowie Java und SQL
Ergebnisorientierte Arbeitsweise, gepaart mit Begeisterung für Innovation und Agilität, sowie sehr gute Deutsch- und Englischkenntnisse",-1.0,PolarAnalytics,Königstein,-1,-1,-1,-1,-1,-1,-1,PolarAnalytics,-1,1,0,0,0,0,1
Data Scientist / Biophysical Data Analysis,"CAREERS

JOIN OUR TEAM

Data Scientist
Biophysical Data Analysis

Munich, Germany

We are a growing provider of scientific instruments for the analysis of
molecular interactions and are seeking highly motivated individuals to
join our team as Data Scientist for our innovative heliX® biosensors. We
welcome applications from high-potentials in the early stages of their
careers who want to use their innovative minds to develop novel and
outstanding solutions for biophysical data analysis and visualization.

If you like:
biophysical data analysis and collaborating in cross-functional teams of scientists, software engineers,
and application specialists
developing scientific software solutions for automated data processing and visualization
molecular interactions and investigating binding kinetics, affinities, conformational changes, enzymatic
activity, and thermodynamics of biomolecules
advancing a pioneering biosensing technology (switchSENSE®), and contribute to the development of
new technologies and products
a dynamic, international work environment and diverse tasks
And if you have:
a friendly, enthusiastic personality with great team spirit and a positive, hands-on attitude combined
with a goal-oriented will to get things to work
training in biophysics, physics, chemistry, molecular biology, pharmacology, biotechnology, or similar
(MSc, or PhD level)
proficiency in at least two programming languages (experience with C#/.NET or similar is a plus)
interest in scientific software, mathematical data analysis and data visualization
a strong focus on customer user experience and ease-of-use
familiarity with coding tools such Visual Studio, Git, Resharper and other JetBrains products
Get in touch with us!

Dynamic Biosensors Inc., San Diego, CA www.dynamic-biosensors.com

CAREERS

JOIN OUR TEAM

Location:
the position is based in Munich, Germany
We offer:
a fun and dynamic work environment in a young, multicultural team
diversified and fast-paced projects, a stimulating and ever-challenging environment
competitive compensation and the possibility for rapid career development alongside a growing team
About Us
Dynamic Biosensors is a young biotech company based in Munich, Germany, and San Diego, CA, focused on the
development and marketing of our pioneering and award-winning switchSENSE® technology for molecular
interaction analysis. We provide solutions to academic and industry partners in the areas of biophysical analysis
and drug discovery. Beyond the science, Dynamic Biosensors is buzzing with ideas and creative people, and is
fueled by an entrepreneurial spirit.

Our heliX® line of modular instruments pushes the boundaries of what has previously been possible in
biosensing. It provides a higher information content than any other biosensor by enabling the simultaneous
analysis of binding kinetics, affinity, and conformational changes in proteins and nucleic acids. It features
advanced automation with a throughput of up to thousands of samples per day, and outperforms state-of-the-
art systems in resolving the fastest binding kinetics as well as the most stable interactions. Its two-color
detection capability offers unique possibilities in the characterization of complex binders, for instance, bispecific
antibody formats for cancer immunotherapy.

Learn more about switchSENSE®, biosensing with electrically actuated DNA nanolevers, and heliX® at
www.dynamic-biosensors.com.

Contact Us
Please send your application and CV as a single PDF document to
careers@dynamic-biosensors.com

Please reference: Job ID = Data Scientist, August 2020

DISCOVER MOLECULAR INTERACTIONS! Together.

Dynamic Biosensors Inc., San Diego, CA www.dynamic-biosensors.com",-1.0,DYNAMIC BIOSENSORS GmbH,München,-1,-1,-1,-1,-1,-1,-1,DYNAMIC BIOSENSORS GmbH,-1,0,0,0,0,0,0
"Data Scientist / Machine Learning Expert (m/w/x) - Datenbankentwicklung / BI, IT","Wir bieten Dir eine fantastische Teamkultur, Gestaltungsfreiheit für deinen Aufgabenbereich und eine moderne Arbeitsumgebung.

Das Unternehmen:
Wir sind die Agentur für eine softwarebasierte Welt. Unsere DNA ist zu 100 % digital – wir konzipieren, designen und entwickeln technologiegetriebene Produkte und Services für die digitale Zukunft und helfen Unternehmen, wie eine moderne Software Company zu denken.

Die Stelle:
Wir suchen einen Experten für Data Science und Machine Learning mit exzellenter Methodenkompetenz, gutem konzeptionellen Denkvermögen und starken kommunikativen Fähigkeiten. Wenn Du Spaß daran hast, in einem agilen wie dynamischen Umfeld die Entwicklung innovativer Systeme im Bereich ML-/Big Data-Technologien voranzutreiben, sollten wir miteinander sprechen: Wir bieten Dir ein attraktives Gehalt plus Erfolgsbeteiligung, hervorragende Entwicklungsmöglichkeiten und eine wunderbare Teamkultur.

Neues Denken:
Umsetzungsfreiheit mit freier Sprachen- & Frameworkwahl

Neues Arbeiten:
Vertrauensarbeitszeit, freie Wahl des Arbeitsortes, moderne Organisationsprinzipien, ein sympathisches und versiertes Team

Neue Tools:
Office mit Top-Ausstattung, freie Wahl Deiner Hard- und Software

Du bringst mit:
Abgeschlossenes Studium mit Data Science-/Analytics-Bezug oder vergleichbare Qualifikation mit quantitativem Schwerpunkt
Einschlägige Berufs- und Projekterfahrung im Bereich Data Science, ML oder AI (statistische und/oder symbolische Ansätze)
Sehr gute Kenntnisse und praktische Erfahrung in einer Programmiersprache (z.B. Python, R, Scala) sowie sicherer Umgang mit Jupyter oder R Notebooks
Ausgeprägte Kenntnisse bei der Anwendung von ML-Modellen (z.B. Regression, Decision Trees, Clustering etc.)
Fortgeschrittene SQL-Kenntnisse und belastbare Kenntnisse im Umgang mit relationalen Datenbanken (z.B. Oracle, MySQL), gerne auch in cloudbasierten Big Data-Storage-Lösungen
Kenntnisse und Erfahrungen mit Deep Learning Frameworks sind von Vorteil
Interesse an Cloud-Themen (AWS, GCP oder Azure), Informationsvisualisierung, Visual Analytics und den entsprechenden Tools
Du bist verantwortlich für

Durch komplexe Datenanalysen, Datenaufbereitung und ML-Algorithmen aus Daten echte Mehrwerte zu schaffen und Projekte von der Definition der Anforderungen über die Datenaufbereitung und -Analyse bis hin zur Nutzbarmachung der gewonnenen Ergebnisse zu führen. Du berätst Kunden und Kollegen und bringst dich in Projekte ein, um unsere Anwendungen und Produkte intelligenter zu machen. Dazu baust du auch Prototypen, um neue Use-Cases oder Analyse-Ergebnisse zu demonstrieren.

Der Standort

Bonn gehört in puncto Lebensqualität zu den Top-Städten in Deutschland. Die Agentur befindet sich in direkter Nähe zum Rheinufer und bietet eine hervorragende Verkehrsanbindung und Infrastruktur.

Warum du dich doch noch heute bei uns bewerben solltest:
Attraktives Gehalt plus Erfolgsbeteiligung
Ein Team, mit dem man auch nach Feierabend noch ein Bier trinken kann
Vertrauensarbeitszeit und phänomenale Arbeitsumgebung
Du willst dabei sein?

Dann schicke Deine Bewerbung mit Gehaltswunsch, einer umwerfenden Referenz und dem nächstmöglichem Starttermin an jobs@i22.de.",3.0,"i22 Digitalagentur GmbH
3.0",Bonn,-1,51 to 200 Employees,1997,Company - Private,Information Technology,Internet,$100 to $500 million (USD),"i22 Digitalagentur GmbH
",23,1,0,0,1,0,1
"Data Scientist / Data Engineer (m/w/divers) - Datenbankentwicklung / BI, IT","Stellen-ID: DE_GFT_04819

Ihre Aufgaben
Sie entwickeln Algorithmen und Architekturkonzepte für die gesamte Daten-Pipeline (Integration von IoT-Sensordaten, Pre- und Postprocessing, Datenbank-strukturen, Datenschnittstellen, Datenvisualisierung).
Sie konzipieren und evaluieren Supervised und Unsupervised ML/ Deep Learning Modelle für Muster-erkennung, Klassifikations- und Prädiktionsanwen-dungen.
Sie implementieren die Modelle für Test und Deployment in der Produktivumgebung im Backend.
Sie verwenden state-of-the-art Technologien (Micro-services, API, Docker, Flask) um kontinuierlich unsere Cloud Plattform (Basis MS Azure) weiterzuentwickeln.
Sie arbeiten eng mit dem interdisziplinären Team an Schnittstellenthemen bzgl. Telematik-Einheit, UI-/UX-Design und dem laufenden Betrieb der Kundenprojekte.
Sie konzipieren und entwickeln stetig neue Features nach den Anforderungen und Bedürfnissen der Kunden.
Die technische Betreuung und Anleitung von externen Dienstleistern, Praktikanten, Werkstudenten und gehört ebenfalls zu Ihren Aufgaben.
Ihr Profil
Sie sind Absolvent (m/w) mit sehr guten Leistungen in Data Science, Physik, Informatik, Ingenieurswissenschaften oder einer vergleichbaren Fachrichtung, gerne mit Promotion.
Sie verfügen über eine mindestens zweijährige praktische Erfahrung in Verarbeitung und Analyse von technischen Daten und der Implementierung von ML und DL Algorithmen.
Sie besitzen sehr gute Programmierkenntnisse in Python und sind vertraut mit gängigen Open Source ML Libraries und Frameworks (z.B. scikit-learn, Tensorflow, Keras).
Sie überzeugen zusätzlich durch praktische Kenntnisse im Umgang mit Datenbanksystemen (z.B. SQL, NoSQL, MapReduce), Cloud-Plattformen (z.B. MS Azure, AWS) und DevOps Methoden (CI/CD).
Sie besitzen sehr gutes technisch-physikalisches Verständnis und können dieses in Algorithmen und Modelle ab bilden, um innovative Lösungen beim Kunden zu implementieren.
Sie zeichnen sich durch ausgeprägte Kommunikations- und Teamfähigkeiten aus und stehen neuen und vielfältigen Aufgaben aufgeschlossen gegenüber.
Sie verfügen über verhandlungssichere Deutsch- und Englisch-Kenntnisse in Wort und Schrift.
Ihre Vorteile bei uns

Für uns ist es selbstverständlich, Ihnen optimale Rahmenbedingungen zu bieten. Dazu gehören unter anderem:

Themenvielfalt, eine steile Lernkurve sowie Einsatz moderner Technologien und Tools im Bereich Analytics, AI und Cloud-Services.
Herausfordernde Tätigkeiten in einem jungen, dynamischen Team.
Vollständige Integration in das interdisziplinäre Team, kollegiale Zusammenarbeit und Respekt im Umgang miteinander.
Gestaltungs- und Aufstiegschancen in einem wachsenden Unternehmen.

Kollegiale Zusammenarbeit und Respekt im Umgang miteinander – das finden Sie bei uns seit über 200 Jahren. Wenn Ihnen das genauso wichtig ist wie uns, dann bewerben Sie sich jetzt online unter Angabe Ihrer Gehaltsvorstellung und Ihrer aktuellen Kündigungsfrist.

Kontakt

Kirsten Harling
GF/Personal
E-Mail: kirsten.harling@thyssenkrupp.com",3.7,"ThyssenKrupp AG
3.7",München,-1,10000+ Employees,1811,Company - Public,Manufacturing,Industrial Manufacturing,$10+ billion (USD),"ThyssenKrupp AG
",209,1,0,0,1,0,1
Machine Learning Engineer (m/w/d),"Wir bieten Dir eine Stelle als Salesforce Developer (m/w/d) in Jena, Leipzig, Berlin oder Dresden

DAS ERWARTET DICH:
Erstellung, Anpassung und Optimierung von Geschäftsanwendungen auf Basis von Salesforce App Cloud
Beratung zu Möglichkeiten der technischen Umsetzung von Kundenanforderungen im Force.com Umfeld
Mitwirkung bei der Gestaltung von Softwarearchitekturen und der Auswahl von Technologie
Datenmigration und Integration von Drittsystemen
DAS BRINGST DU MIT:

Abgeschlossenes Studium im Bereich IT/Wirtschaftsinformatik oder eine vergleichbare Qualifikation
Erfahrungen mit folgenden Technologien: HTML, XML, Java, JavaScript, Apex, Visualforce
Erste Berufserfahrung im Umgang mit CRM- oder ERP-Systemen
Kenntnisse im Bereich Betriebssysteme, Internet-Technologien und relationale Datenbanken
Kommunikationsfähigkeit (auch in Englisch), strukturierte Arbeitsweise, analytische Denkweise und Teamgeist",3.6,"dotSource
3.6",Jena,-1,201 to 500 Employees,2006,Company - Private,Business Services,Consulting,Unknown / Non-Applicable,"dotSource
",14,0,0,0,0,0,0
Data Scientist - Insurance (m/w/d),"Unsere Aufgaben - Deine Perspektive

Entwicklung von innovativen KI-Lösungen und deren Einsatz bei unseren Versicherungskunden

Durchführung von statistischen Methoden, Machine Learning und analytischen Ansätzen

Erarbeitung und Umsetzung neuer KI Anwendungsfälle

Begleitung der Versicherungsunternehmen auf ihrem Weg zur Digitalisierung

Auswahl, Analyse und Bewertung der richtigen Daten unserer Kunden

Bindeglied zwischen dem Fachbereich, der Betriebsorganisation und der IT Abteilung unserer Kunden

Unsere Erwartungen - Deine Fähigkeiten

Abgeschlossenes Studium der (Wirtschafts-) Informatik, -Mathematik, Wirtschaftswissenschaften oder eine vergleichbare Ausbildung

Weitreichende Expertise in Python, R, SQL sowie fundiertes Wissen von Daten Architekturen und Analyse-Tools im Cloud Umfeld (AWS, Microsoft Azure, Google Cloud)

Erfahrung im praktischen Einsatz von Data-Mining- und Statistik-Tools (Spark, Kafka)

Fachkenntnisse aus dem Versicherungsumfeld sind Voraussetzung

Mindestens 2 Jahre Methodenkenntnisse in den Bereichen Statistik, Data Mining, Predictive Analytics und / oder Machine / Deep Learning, Computer Vision und NLP

Ausgeprägte Kommunikationsskills sowie Verständnis und das nötige Einfühlungsvermögen für unsere Kunden

Gute Deutsch- und Englischkenntnisse

Beratung heißt Reisen innerhalb Deutschlands: Unter der Woche Betreuung unserer Projekte vor Ort

Unser Versprechen - Deine Vorteile

Weiterbildung: Teilnahme an unseren Graduate Programs für den optimalen Start Deiner Karriere

Pat*innenprogramm: Intensive Begleitung und qualifiziertes Feedback in der Einarbeitung

Work-Life-Balance: Arbeitszeitkonto, mobiles Arbeiten, Sabbatical, Familienservice

Bahnfahren: Bahn Card 25, 1. Klasse - geschäftlich und privat

Selbst fahren: Firmenwagen und Dienstfahrrad per Gehaltsumwandlung

Fahrrad-Flat: Kostenlose Nutzung von Call-a-Bike-Fahrrädern - geschäftlich und privat

Innovation: Nutzung unserer DigiLabs zur Entwicklung kreativer Ideen mit modernsten Technologien

Unser Mindset: Teamspirit, offene Türen, Duz-Kultur, gelebte Vielfalt

Unser Engagement: Nationale und internationale soziale Projekte zum Mitmachen

Jetzt bewerben: Schnell und bequem ohne Anschreiben, gerne auch wenn Du nicht alle Anforderungen erfüllst!",3.5,"Sopra Steria
3.5",Deutschland,-1,10000+ Employees,1968,Company - Public,Information Technology,IT Services,$2 to $5 billion (USD),"Sopra Steria
",52,1,0,1,1,0,1
Data Scientist - System und Logistikdaten Visualisierung (gn),"Im Ressort ""Competence Centers"" des Geschäftsbereiches Verteidigung & Sicherheit unterstützen Sie Projekte, die sich mit komplexen Rüstungsprojekten befassen. Dabei unterstützen sie die Expertise Logistik, die sich mit der Analyse, Prognose und Optimierung von Betriebs- und Logistikprozessen über den gesamten Lebensweg beschäftigt.

Tätigkeit:
Sie arbeiten in der Datenanalyse von System-, Betriebs- und Logistikdaten von Waffensystemen.
Sie entwickeln Webanwendungen zur kundenseitigen Darstellung.
Sie entwickeln gemeinsam mit dem Kunden und den internen Experten Indikatoren und Dashboards mit Python und Tableau zur übersichtlichen Darstellung der Sachverhalte.
Sie interpretieren gemeinsam mit den Experten auf dem jeweiligen Gebiet die Ergebnisse.
Sie entwickeln entsprechende Python Programme oder Programmanteile, die die Datenauswertung sicherstellen.
Sie arbeiten an der Methodenentwicklung und der Wissensweiterentwicklung gemeinsam mit dem Team.
Sie präsentieren von Ihnen erarbeitete Ergebnisse beim Kunden.

Voraussetzungen:
Sie haben ein abgeschlossenes Studium im Fachgebiet der Informatik, Mathematik, Physik, Ingenieurwesen oder eine vergleichbare Ausbildung absolviert. Eine Promotion ist von Vorteil.
Sie haben bereits mit Python, idealerweise mit Pandas, oder einer vergleichbaren Programmiersprache programmiert.
Sie haben bereits Webanwendungen mit Python/Django entwickelt und verfügen idealerweise über Kenntnisse im Bereich JavaScript.
Sie haben Erfahrung in der (Weiter-) Entwicklung einer Softwarearchitektur.
Sie haben idealerweise bereits mit GIT zur Versionskontrolle gearbeitet.
Sie haben idealerweise schon mit Tableau oder einer anderen BI Software gearbeitet.
Sie fühlen sich im Umgang mit MS-Office, insbesondere Excel sehr wohl.
Sie verfügen über fließende Deutsch- und gute Englischkenntnisse.",3.7,"Industrieanlagen-Betriebsgesellschaft Mit Beschrankter Haftung
3.7",Ottobrunn,-1,501 to 1000 Employees,1961,Unknown,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Industrieanlagen-Betriebsgesellschaft Mit Beschrankter Haftung
",59,1,0,0,0,1,0
Data Scientist Anti Financial Crime & Compliance (m/w/d),"Unsere Aufgaben - Deine Perspektive

Begleitung von herausfordernden Projekte in der IT- und Managementberatung bei der Bekämpfung von Finanzkriminalität

Durchführung und Leitung von Analytics-Projekten mit klassischen statistischen Verfahren und modernen Machine Learning und Data Science Ansätzen

Entwicklung innovativer analytischer Verfahren zur Geldwäscheprävention

Erstellung aussagekräftiger Visualisierungen großer Datenmengen

Begleitung von AFC-Bereichen auf ihrem Weg zur Digitalisierung

Unsere Erwartungen - Deine Fhigkeiten

Abgeschlossenes Studium der (Wirtschafts-) Informatik, -Mathematik, Wirtschaftswissenschaften oder eine vergleichbare Ausbildung

Weitreichende Expertise in Python, Apache Spark und SQL oder vergleichbarer Technologien

Fundiertes Wissen in Datenarchitekturen (z.B. relationale und Graphdatenbanken)

Praktische Erfahrung in der Visualisierung großer Datenmengen und entsprechenden Technologien (z.B. Tableau) sowie Frameworks (z.B. ggplot)

Fachkenntnisse aus dem Bankenumfeld sind von Vorteil

Ausgeprägte Kommunikationsfähigkeiten sowie Verständnis und Einfühlungsvermögen für unsere Kunden

Gute Deutsch- und Englischkenntnisse

Beratung heißt Reisen innerhalb Deutschlands: Unter der Woche Betreuung unserer Projekte vor Ort

Unser Versprechen - Deine Vorteile

Weiterbildung: Umfangreiche fachliche und methodische Trainings inkl. Zertifizierungen

Pat*innenprogramm: Intensive Begleitung und qualifiziertes Feedback in der Einarbeitung

Work-Life-Balance: Arbeitszeitkonto, mobiles Arbeiten, Sabbatical, Familienservice

Bahnfahren: Bahn Card 25, 1. Klasse - geschäftlich und privat

Selbst fahren: Firmenwagen und Dienstfahrrad per Gehaltsumwandlung

Fahrrad-Flat: Kostenlose Nutzung von Call-a-Bike-Fahrrädern - geschäftlich und privat

Innovation: Nutzung unserer DigiLabs zur Entwicklung kreativer Ideen mit modernsten Technologien

Unser Mindset: Teamspirit, offene Türen, Duz-Kultur, gelebte Vielfalt

Unser Engagement: Nationale und internationale soziale Projekte zum Mitmachen

Jetzt bewerben: Schnell und bequem ohne Anschreiben!",3.5,"Sopra Steria
3.5",Deutschland,-1,10000+ Employees,1968,Company - Public,Information Technology,IT Services,$2 to $5 billion (USD),"Sopra Steria
",52,1,0,1,0,0,1
